Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 3218,https://www.congress.gov/bill/117th-congress/house-bill/3218,117th Congress (2021-2022),Wastewater Infrastructure Improvement Act of 2021,"Rouzer, David [Rep.-R-NC-7] (Introduced 05/13/2021)",5/13/2021,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,5/14/2021,3,,,,,
H.R. 3181,https://www.congress.gov/bill/117th-congress/house-bill/3181,117th Congress (2021-2022),Health and Human Services Hiree Clarification Act,"Burgess, Michael C. [Rep.-R-TX-26] (Introduced 05/13/2021)",5/13/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,5/14/2021,0,,,,,
H.R. 3132,https://www.congress.gov/bill/117th-congress/house-bill/3132,117th Congress (2021-2022),Lake Tahoe Restoration Reauthorization Act,"Amodei, Mark E. [Rep.-R-NV-2] (Introduced 05/12/2021)",5/12/2021,"House - Natural Resources, Transportation and Infrastructure, Agriculture",Subcommittee Hearings Held.,7/13/2021,4,,,,,
H.R. 3061,https://www.congress.gov/bill/117th-congress/house-bill/3061,117th Congress (2021-2022),"To amend the Federal Water Pollution Control Act to waive matching requirements for certain grants to the District of Columbia, and for other purposes.","Norton, Eleanor Holmes [Del.-D-DC-At Large] (Introduced 05/07/2021)",5/7/2021,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,5/10/2021,0,,,,,
H.R. 2952,https://www.congress.gov/bill/117th-congress/house-bill/2952,117th Congress (2021-2022),WISE Act,"Williams, Nikema [Rep.-D-GA-5] (Introduced 04/30/2021)",4/30/2021,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,5/3/2021,1,,,,,
H.R. 2872,https://www.congress.gov/bill/117th-congress/house-bill/2872,117th Congress (2021-2022),SAFE Act,"Cartwright, Matt [Rep.-D-PA-8] (Introduced 04/28/2021)",4/28/2021,House - Natural Resources,"Placed on the Union Calendar, Calendar No. 412.",11/16/2022,24,,,,,
H.R. 2821,https://www.congress.gov/bill/117th-congress/house-bill/2821,117th Congress (2021-2022),Plastic Waste Reduction and Recycling Research Act,"Stevens, Haley M. [Rep.-D-MI-11] (Introduced 04/22/2021)",4/22/2021,"House - Science, Space, and Technology","Referred to the House Committee on Science, Space, and Technology.",4/22/2021,8,,,,,
H.R. 2801,https://www.congress.gov/bill/117th-congress/house-bill/2801,117th Congress (2021-2022),METHANE Act of 2021,"Peters, Scott H. [Rep.-D-CA-52] (Introduced 04/22/2021)",4/22/2021,"House - Energy and Commerce, Foreign Affairs",Referred to the Subcommittee on Environment and Climate Change.,4/23/2021,0,,,,,
H.R. 2780,https://www.congress.gov/bill/117th-congress/house-bill/2780,117th Congress (2021-2022),Insular Area Climate Change Act,"Grijalva, Raúl M. [Rep.-D-AZ-3] (Introduced 04/22/2021)",4/22/2021,"House - Natural Resources, Energy and Commerce, Transportation and Infrastructure, Science, Space, and Technology","Placed on the Union Calendar, Calendar No. 503.",12/30/2022,13,,,,,
H.R. 2777,https://www.congress.gov/bill/117th-congress/house-bill/2777,117th Congress (2021-2022),Advanced Recycling Research and Development Act of 2021,"Gonzalez, Anthony [Rep.-R-OH-16] (Introduced 04/22/2021)",4/22/2021,"House - Science, Space, and Technology","Referred to the House Committee on Science, Space, and Technology.",4/22/2021,3,,,,,
H.R. 2773,https://www.congress.gov/bill/117th-congress/house-bill/2773,117th Congress (2021-2022),Recovering America’s Wildlife Act of 2022,"Dingell, Debbie [Rep.-D-MI-12] (Introduced 04/22/2021)",4/22/2021,House - Natural Resources,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 424.,6/15/2022,194,,,,,
H.R. 2762,https://www.congress.gov/bill/117th-congress/house-bill/2762,117th Congress (2021-2022),Climate-Resilient International Development Optimization Act,"Cartwright, Matt [Rep.-D-PA-8] (Introduced 04/22/2021)",4/22/2021,"House - Foreign Affairs, Financial Services","Referred to the Committee on Foreign Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",4/22/2021,7,,,,,
H.R. 2761,https://www.congress.gov/bill/117th-congress/house-bill/2761,117th Congress (2021-2022),Comprehensive National Mercury Monitoring Act,"Cartwright, Matt [Rep.-D-PA-8] (Introduced 04/22/2021)",4/22/2021,"House - Energy and Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Environment and Climate Change.,4/23/2021,3,,,,,
H.R. 2751,https://www.congress.gov/bill/117th-congress/house-bill/2751,117th Congress (2021-2022),PFAS Accountability Act of 2021,"Dean, Madeleine [Rep.-D-PA-4] (Introduced 04/22/2021)",4/22/2021,"House - Energy and Commerce, Judiciary","Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",10/19/2021,9,,,,,
H.R. 2750,https://www.congress.gov/bill/117th-congress/house-bill/2750,117th Congress (2021-2022),Blue Carbon for Our Planet Act,"Bonamici, Suzanne [Rep.-D-OR-1] (Introduced 04/22/2021)",4/22/2021,"House - Natural Resources, Science, Space, and Technology, House Administration",Committee Hearings Held.,6/22/2021,23,,,,,
H.R. 2721,https://www.congress.gov/bill/117th-congress/house-bill/2721,117th Congress (2021-2022),Clean Commute for Kids Act of 2021,"Cárdenas, Tony [Rep.-D-CA-29] (Introduced 04/21/2021)",4/21/2021,House - Energy and Commerce,Referred to the Subcommittee on Energy.,4/22/2021,38,,,,,
H.R. 2673,https://www.congress.gov/bill/117th-congress/house-bill/2673,117th Congress (2021-2022),CLEANUP Act,"Blumenauer, Earl [Rep.-D-OR-3] (Introduced 04/20/2021)",4/20/2021,"House - Energy and Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Environment and Climate Change.,4/21/2021,13,,,,,
H.R. 2660,https://www.congress.gov/bill/117th-congress/house-bill/2660,117th Congress (2021-2022),WATER Act,"Latta, Robert E. [Rep.-R-OH-5] (Introduced 04/19/2021)",4/19/2021,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,4/20/2021,21,,,,,
H.R. 2644,https://www.congress.gov/bill/117th-congress/house-bill/2644,117th Congress (2021-2022),"To provide direct funding to local, Tribal, and territorial governments to establish Green New Deal programs and initiatives, and for other purposes.","Bush, Cori [Rep.-D-MO-1] (Introduced 04/19/2021)",4/19/2021,"House - Energy and Commerce, Transportation and Infrastructure, Natural Resources, Agriculture, Financial Services, Education and Labor, Judiciary","Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",10/19/2021,46,,,,,
H.R. 2639,https://www.congress.gov/bill/117th-congress/house-bill/2639,117th Congress (2021-2022),Trillion Trees Act,"Westerman, Bruce [Rep.-R-AR-4] (Introduced 04/19/2021)",4/19/2021,"House - Agriculture, Foreign Affairs, Natural Resources, Ways and Means, Science, Space, and Technology, Education and Labor",Referred to the Subcommittee on Conservation and Forestry.,6/15/2021,105,,,,,
H.R. 2515,https://www.congress.gov/bill/117th-congress/house-bill/2515,117th Congress (2021-2022),BUILDER Act of 2021,"Graves, Garret [Rep.-R-LA-6] (Introduced 04/14/2021)",4/14/2021,House - Natural Resources,Referred to the House Committee on Natural Resources.,4/14/2021,58,,,,,
H.R. 2467,https://www.congress.gov/bill/117th-congress/house-bill/2467,117th Congress (2021-2022),PFAS Action Act of 2021,"Dingell, Debbie [Rep.-D-MI-12] (Introduced 04/13/2021)",4/13/2021,"House - Energy and Commerce, Transportation and Infrastructure | Senate - Environment and Public Works",Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,7/22/2021,49,,,,,
H.R. 2462,https://www.congress.gov/bill/117th-congress/house-bill/2462,117th Congress (2021-2022),Abandoned Mine Land Reclamation Fee Reauthorization Act of 2021,"Cheney, Liz [Rep.-R-WY-At Large] (Introduced 04/13/2021)",4/13/2021,"House - Natural Resources, Budget",Referred to the Subcommittee on Energy and Mineral Resources.,6/5/2021,5,,,,,
H.R. 2451,https://www.congress.gov/bill/117th-congress/house-bill/2451,117th Congress (2021-2022),America's Clean Future Fund Act,"Newman, Marie [Rep.-D-IL-3] (Introduced 04/12/2021)",4/12/2021,"House - Energy and Commerce, Ways and Means, Agriculture, Education and Labor, Transportation and Infrastructure, Financial Services, Science, Space, and Technology, Natural Resources",Referred to the Subcommittee on Energy.,4/13/2021,9,,,,,
H.R. 2442,https://www.congress.gov/bill/117th-congress/house-bill/2442,117th Congress (2021-2022),Climate Justice Grants Act,"Barragan, Nanette Diaz [Rep.-D-CA-44] (Introduced 04/12/2021)",4/12/2021,"House - Energy and Commerce, Natural Resources",Referred to the Subcommittee on Environment and Climate Change.,4/13/2021,1,,,,,
H.R. 2434,https://www.congress.gov/bill/117th-congress/house-bill/2434,117th Congress (2021-2022),Environmental Justice Act of 2021,"Ruiz, Raul [Rep.-D-CA-36] (Introduced 04/08/2021)",4/8/2021,"House - Energy and Commerce, Natural Resources, Transportation and Infrastructure, Judiciary","Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",10/19/2021,1,,,,,
H.R. 2431,https://www.congress.gov/bill/117th-congress/house-bill/2431,117th Congress (2021-2022),Voices for Environmental Justice Act,"Ruiz, Raul [Rep.-D-CA-36] (Introduced 04/08/2021)",4/8/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,4/13/2021,4,,,,,
H.R. 2413,https://www.congress.gov/bill/117th-congress/house-bill/2413,117th Congress (2021-2022),Paving the Way for Rural Communities Act of 2021,"Kustoff, David [Rep.-R-TN-8] (Introduced 04/08/2021)",4/8/2021,House - Natural Resources,Referred to the House Committee on Natural Resources.,4/8/2021,2,,,,,
H.R. 2397,https://www.congress.gov/bill/117th-congress/house-bill/2397,117th Congress (2021-2022),Protection from Cumulative Emissions and Underenforcement of Environmental Law Act of 2021,"DeGette, Diana [Rep.-D-CO-1] (Introduced 04/08/2021)",4/8/2021,"House - Energy and Commerce, Natural Resources",Referred to the Subcommittee on Environment and Climate Change.,4/13/2021,0,,,,,
H.R. 2396,https://www.congress.gov/bill/117th-congress/house-bill/2396,117th Congress (2021-2022),Ensuring Safe Disposal of Coal Ash Act,"Cohen, Steve [Rep.-D-TN-9] (Introduced 04/08/2021)",4/8/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,4/13/2021,19,,,,,
H.R. 2394,https://www.congress.gov/bill/117th-congress/house-bill/2394,117th Congress (2021-2022),Climate Justice Act of 2021,"Clarke, Yvette D. [Rep.-D-NY-9] (Introduced 04/08/2021)",4/8/2021,"House - Energy and Commerce, Natural Resources",Referred to the Subcommittee on Environment and Climate Change.,4/13/2021,17,,,,,
H.R. 2357,https://www.congress.gov/bill/117th-congress/house-bill/2357,117th Congress (2021-2022),RECOVER Act,"Cárdenas, Tony [Rep.-D-CA-29] (Introduced 04/05/2021)",4/5/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,4/6/2021,2,,,,,
H.R. 2313,https://www.congress.gov/bill/117th-congress/house-bill/2313,117th Congress (2021-2022),Farmworker Pesticide Safety Act,"Garamendi, John [Rep.-D-CA-3] (Introduced 04/01/2021)",4/1/2021,House - Agriculture,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research.",6/15/2021,1,,,,,
H.R. 2310,https://www.congress.gov/bill/117th-congress/house-bill/2310,117th Congress (2021-2022),Climate Change Education Act,"Dingell, Debbie [Rep.-D-MI-12] (Introduced 04/01/2021)",4/1/2021,"House - Energy and Commerce, Education and Labor",Referred to the Subcommittee on Environment and Climate Change.,4/2/2021,22,,,,,
H.R. 2302,https://www.congress.gov/bill/117th-congress/house-bill/2302,117th Congress (2021-2022),CLOSE Act,"Clarke, Yvette D. [Rep.-D-NY-9] (Introduced 04/01/2021)",4/1/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,4/2/2021,34,,,,,
H.R. 2240,https://www.congress.gov/bill/117th-congress/house-bill/2240,117th Congress (2021-2022),Carbon Cost Act of 2021,"Neguse, Joe [Rep.-D-CO-2] (Introduced 03/26/2021)",3/26/2021,House - House Administration,Referred to the House Committee on House Administration.,3/26/2021,9,,,,,
H.R. 2238,https://www.congress.gov/bill/117th-congress/house-bill/2238,117th Congress (2021-2022),Break Free From Plastic Pollution Act of 2021,"Lowenthal, Alan S. [Rep.-D-CA-47] (Introduced 03/26/2021)",3/26/2021,"House - Energy and Commerce, Ways and Means, Transportation and Infrastructure, Foreign Affairs",Subcommittee Hearings Held.,6/30/2022,130,,,,,
H.R. 2202,https://www.congress.gov/bill/117th-congress/house-bill/2202,117th Congress (2021-2022),Fracturing Responsibility and Awareness of Chemicals Act of 2021,"DeGette, Diana [Rep.-D-CO-1] (Introduced 03/26/2021)",3/26/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,3/29/2021,37,,,,,
H.R. 2173,https://www.congress.gov/bill/117th-congress/house-bill/2173,117th Congress (2021-2022),Wastewater Workforce Investment Act,"Stanton, Greg [Rep.-D-AZ-9] (Introduced 03/23/2021)",3/23/2021,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,3/24/2021,0,,,,,
H.R. 2164,https://www.congress.gov/bill/117th-congress/house-bill/2164,117th Congress (2021-2022),Safe Hydration is an American Right in Energy Development Act of 2021,"Schakowsky, Janice D. [Rep.-D-IL-9] (Introduced 03/23/2021)",3/23/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,3/24/2021,37,,,,,
H.R. 2159,https://www.congress.gov/bill/117th-congress/house-bill/2159,117th Congress (2021-2022),RECYCLE Act,"Phillips, Dean [Rep.-D-MN-3] (Introduced 03/23/2021)",3/23/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,3/24/2021,1,,,,,
H.R. 2133,https://www.congress.gov/bill/117th-congress/house-bill/2133,117th Congress (2021-2022),FRESHER Act of 2021,"Cartwright, Matt [Rep.-D-PA-8] (Introduced 03/23/2021)",3/23/2021,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,3/24/2021,39,,,,,
H.R. 2132,https://www.congress.gov/bill/117th-congress/house-bill/2132,117th Congress (2021-2022),CLEANER Act of 2021,"Cartwright, Matt [Rep.-D-PA-8] (Introduced 03/23/2021)",3/23/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,3/24/2021,39,,,,,
H.R. 2101,https://www.congress.gov/bill/117th-congress/house-bill/2101,117th Congress (2021-2022),ZERO WASTE Act,"Omar, Ilhan [Rep.-D-MN-5] (Introduced 03/19/2021)",3/19/2021,House - Energy and Commerce,Referred to the Subcommittee on Environment and Climate Change.,3/22/2021,0,,,,,
H.R. 2026,https://www.congress.gov/bill/117th-congress/house-bill/2026,117th Congress (2021-2022),Global Amphibian Protection Act of 2021,"Jeffries, Hakeem S. [Rep.-D-NY-8] (Introduced 03/18/2021)",3/18/2021,House - Natural Resources,"Placed on the Union Calendar, Calendar No. 408.",11/16/2022,9,,,,,
H.R. 2021,https://www.congress.gov/bill/117th-congress/house-bill/2021,117th Congress (2021-2022),Environmental Justice For All Act,"Grijalva, Raúl M. [Rep.-D-AZ-3] (Introduced 03/18/2021)",3/18/2021,"House - Natural Resources, Energy and Commerce, Judiciary, Transportation and Infrastructure, Agriculture, Education and Labor","Reported (Amended) by the Committee on Natural Resources. H. Rept. 117-687, Part I.",12/30/2022,112,,,,,
H.R. 2013,https://www.congress.gov/bill/117th-congress/house-bill/2013,117th Congress (2021-2022),Climate Change Resiliency Fund for America Act of 2021,"Deutch, Theodore E. [Rep.-D-FL-22] (Introduced 03/18/2021)",3/18/2021,"House - Energy and Commerce, Transportation and Infrastructure, Ways and Means","Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",3/19/2021,0,,,,,
H.R. 2008,https://www.congress.gov/bill/117th-congress/house-bill/2008,117th Congress (2021-2022),Local Water Protection Act,"Craig, Angie [Rep.-D-MN-2] (Introduced 03/18/2021)",3/18/2021,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,6/16/2021,1,,,,,
H.R. 1983,https://www.congress.gov/bill/117th-congress/house-bill/1983,117th Congress (2021-2022),MONARCH Act of 2021,"Panetta, Jimmy [Rep.-D-CA-20] (Introduced 03/17/2021)",3/17/2021,"House - Natural Resources, Agriculture",Subcommittee Hearings Held.,7/29/2021,31,,,,,
